Order_ID,Date,Product_ID,Product_Name,Category,Quantity,Unit_Cost,Unit_Price,Discount,Channel,Region,Skin_Type
YUL-11008,2025-09-09,P003,Scalp Soothing Oil,Hair,1,8,28,0.25,Sephora,NYC,Oily
YUL-11009,2024-12-23,P002,Fermented Rice Serum,Skin,2,15,45,0.0,Flagship Store,Seoul,Oily
YUL-11010,2024-11-06,P001,Deep Sea Hair Mask,Hair,2,12,38,0.0,Olive Young,London,Oily
YUL-11011,2025-01-13,P004,Mugwort Essence,Skin,1,10,32,0.0,Sephora,Tokyo,Combination
YUL-11012,2025-12-16,P005,Ceramide Barrier Cream,Skin,2,14,42,0.0,Online,NYC,Dry
YUL-11013,2025-12-20,P003,Scalp Soothing Oil,Hair,4,8,28,0.0,Sephora,Tokyo,Oily
YUL-11014,2024-10-07,P004,Mugwort Essence,Skin,3,10,32,0.0,Flagship Store,London,Sensitive
YUL-11015,2024-05-02,P002,Fermented Rice Serum,Skin,3,15,45,0.0,Olive Young,London,Oily
YUL-11016,2024-10-08,P001,Deep Sea Hair Mask,Hair,3,12,38,0.0,Online,Tokyo,Sensitive
YUL-11017,2024-05-21,P002,Fermented Rice Serum,Skin,4,15,45,0.1,Online,Tokyo,Sensitive
YUL-11018,2024-11-10,P001,Deep Sea Hair Mask,Hair,1,12,38,0.0,Olive Young,Tokyo,Oily
YUL-11019,2024-12-18,P001,Deep Sea Hair Mask,Hair,4,12,38,0.2,Online,Seoul,Dry
YUL-11020,2025-03-27,P001,Deep Sea Hair Mask,Hair,1,12,38,0.2,Sephora,NYC,Combination
YUL-11021,2025-11-23,P004,Mugwort Essence,Skin,3,10,32,0.0,Olive Young,Tokyo,Sensitive
YUL-11022,2024-03-31,P001,Deep Sea Hair Mask,Hair,4,12,38,0.2,Sephora,NYC,Combination
YUL-11023,2025-12-02,P004,Mugwort Essence,Skin,4,10,32,0.0,Online,NYC,Oily
YUL-11024,2025-09-19,P002,Fermented Rice Serum,Skin,4,15,45,0.1,Olive Young,London,Dry
YUL-11025,2024-06-15,P005,Ceramide Barrier Cream,Skin,4,14,42,0.0,Sephora,NYC,Dry
YUL-11026,2025-04-10,P003,Scalp Soothing Oil,Hair,4,8,28,0.0,Online,NYC,Oily
YUL-11027,2025-10-17,P002,Fermented Rice Serum,Skin,2,15,45,0.0,Sephora,London,Dry
YUL-11028,2024-09-21,P005,Ceramide Barrier Cream,Skin,4,14,42,0.2,Olive Young,London,Sensitive
YUL-11029,2025-08-07,P002,Fermented Rice Serum,Skin,3,15,45,0.0,Sephora,Seoul,Sensitive
YUL-11030,2025-03-03,P003,Scalp Soothing Oil,Hair,4,8,28,0.0,Olive Young,Tokyo,Sensitive
YUL-11031,2024-11-06,P005,Ceramide Barrier Cream,Skin,2,14,42,0.2,Sephora,Tokyo,Dry
YUL-11032,2025-06-02,P001,Deep Sea Hair Mask,Hair,3,12,38,0.25,Flagship Store,NYC,Oily
YUL-11033,2024-07-27,P001,Deep Sea Hair Mask,Hair,1,12,38,0.0,Sephora,Tokyo,Dry
YUL-11034,2024-07-11,P003,Scalp Soothing Oil,Hair,1,8,28,0.2,Online,Tokyo,Combination
YUL-11035,2024-03-19,P003,Scalp Soothing Oil,Hair,2,8,28,0.0,Sephora,Tokyo,Dry
YUL-11036,2024-07-08,P002,Fermented Rice Serum,Skin,3,15,45,0.1,Olive Young,London,Combination
YUL-11037,2025-08-28,P001,Deep Sea Hair Mask,Hair,3,12,38,0.25,Olive Young,Seoul,Combination
YUL-11038,2024-11-27,P003,Scalp Soothing Oil,Hair,4,8,28,0.25,Olive Young,Seoul,Dry
YUL-11039,2024-08-30,P004,Mugwort Essence,Skin,4,10,32,0.25,Olive Young,Tokyo,Sensitive
YUL-11040,2025-12-23,P005,Ceramide Barrier Cream,Skin,4,14,42,0.25,Flagship Store,NYC,Oily
YUL-11041,2025-03-22,P002,Fermented Rice Serum,Skin,1,15,45,0.0,Sephora,Tokyo,Sensitive
YUL-11042,2025-09-24,P001,Deep Sea Hair Mask,Hair,3,12,38,0.0,Online,Tokyo,Combination
YUL-11043,2025-04-14,P004,Mugwort Essence,Skin,1,10,32,0.25,Olive Young,London,Sensitive
YUL-11044,2024-05-06,P005,Ceramide Barrier Cream,Skin,2,14,42,0.0,Flagship Store,London,Dry
YUL-11045,2024-08-16,P005,Ceramide Barrier Cream,Skin,1,14,42,0.0,Olive Young,Tokyo,Oily
YUL-11046,2024-04-10,P002,Fermented Rice Serum,Skin,4,15,45,0.1,Online,Seoul,Combination
YUL-11047,2024-02-20,P002,Fermented Rice Serum,Skin,1,15,45,0.2,Flagship Store,London,Combination
YUL-11048,2025-06-15,P005,Ceramide Barrier Cream,Skin,1,14,42,0.0,Flagship Store,Seoul,Combination
YUL-11049,2024-01-08,P005,Ceramide Barrier Cream,Skin,4,14,42,0.0,Olive Young,Tokyo,Sensitive
YUL-11050,2024-11-24,P001,Deep Sea Hair Mask,Hair,1,12,38,0.2,Sephora,London,Combination
YUL-11051,2025-04-22,P003,Scalp Soothing Oil,Hair,3,8,28,0.0,Olive Young,Tokyo,Oily
YUL-11052,2025-09-18,P004,Mugwort Essence,Skin,3,10,32,0.1,Olive Young,Seoul,Sensitive
YUL-11053,2024-08-14,P004,Mugwort Essence,Skin,2,10,32,0.2,Online,Tokyo,Sensitive
YUL-11054,2024-10-30,P003,Scalp Soothing Oil,Hair,4,8,28,0.0,Olive Young,Seoul,Sensitive
YUL-11055,2025-01-23,P004,Mugwort Essence,Skin,2,10,32,0.0,Olive Young,NYC,Sensitive
YUL-11056,2025-01-27,P003,Scalp Soothing Oil,Hair,3,8,28,0.1,Online,NYC,Sensitive
YUL-11057,2024-08-15,P003,Scalp Soothing Oil,Hair,4,8,28,0.25,Sephora,Seoul,Dry
YUL-11058,2024-10-04,P001,Deep Sea Hair Mask,Hair,1,12,38,0.0,Sephora,London,Sensitive
YUL-11059,2025-07-01,P001,Deep Sea Hair Mask,Hair,3,12,38,0.0,Sephora,London,Sensitive
YUL-11060,2025-03-11,P001,Deep Sea Hair Mask,Hair,4,12,38,0.25,Sephora,Seoul,Dry
YUL-11061,2024-05-05,P002,Fermented Rice Serum,Skin,4,15,45,0.0,Flagship Store,Tokyo,Dry
YUL-11062,2025-09-07,P001,Deep Sea Hair Mask,Hair,3,12,38,0.0,Flagship Store,Tokyo,Dry
YUL-11063,2024-05-15,P002,Fermented Rice Serum,Skin,3,15,45,0.2,Olive Young,London,Oily
YUL-11064,2024-09-19,P003,Scalp Soothing Oil,Hair,4,8,28,0.0,Olive Young,Tokyo,Oily
YUL-11065,2025-09-28,P003,Scalp Soothing Oil,Hair,3,8,28,0.0,Online,NYC,Combination
YUL-11066,2024-08-21,P002,Fermented Rice Serum,Skin,2,15,45,0.25,Olive Young,Seoul,Oily
YUL-11067,2024-05-07,P003,Scalp Soothing Oil,Hair,2,8,28,0.25,Sephora,Tokyo,Sensitive
YUL-11068,2024-04-03,P004,Mugwort Essence,Skin,1,10,32,0.0,Online,London,Oily
YUL-11069,2025-02-11,P003,Scalp Soothing Oil,Hair,1,8,28,0.0,Olive Young,NYC,Oily
YUL-11070,2025-02-11,P001,Deep Sea Hair Mask,Hair,4,12,38,0.25,Online,London,Dry
YUL-11071,2025-04-20,P001,Deep Sea Hair Mask,Hair,1,12,38,0.2,Flagship Store,London,Oily
YUL-11072,2025-11-22,P003,Scalp Soothing Oil,Hair,4,8,28,0.0,Flagship Store,Tokyo,Sensitive
YUL-11073,2024-08-14,P003,Scalp Soothing Oil,Hair,3,8,28,0.0,Flagship Store,Tokyo,Oily
YUL-11074,2025-04-17,P003,Scalp Soothing Oil,Hair,3,8,28,0.1,Online,NYC,Dry
YUL-11075,2025-10-09,P003,Scalp Soothing Oil,Hair,4,8,28,0.0,Flagship Store,Seoul,Dry
YUL-11076,2025-07-09,P005,Ceramide Barrier Cream,Skin,4,14,42,0.25,Sephora,London,Dry
YUL-11077,2025-07-05,P004,Mugwort Essence,Skin,2,10,32,0.0,Sephora,NYC,Combination
YUL-11078,2024-07-14,P003,Scalp Soothing Oil,Hair,4,8,28,0.0,Olive Young,Tokyo,Combination
YUL-11079,2025-04-04,P001,Deep Sea Hair Mask,Hair,4,12,38,0.25,Sephora,Tokyo,Dry
YUL-11080,2024-03-17,P001,Deep Sea Hair Mask,Hair,1,12,38,0.0,Sephora,London,Oily
YUL-11081,2024-10-17,P002,Fermented Rice Serum,Skin,1,15,45,0.0,Sephora,Seoul,Dry
YUL-11082,2024-02-15,P002,Fermented Rice Serum,Skin,4,15,45,0.25,Flagship Store,London,Dry
YUL-11083,2025-10-21,P001,Deep Sea Hair Mask,Hair,2,12,38,0.2,Flagship Store,Seoul,Combination
YUL-11084,2024-04-11,P002,Fermented Rice Serum,Skin,1,15,45,0.2,Flagship Store,London,Dry
YUL-11085,2025-03-01,P005,Ceramide Barrier Cream,Skin,4,14,42,0.0,Flagship Store,NYC,Combination
YUL-11086,2024-10-19,P002,Fermented Rice Serum,Skin,3,15,45,0.2,Online,NYC,Dry
YUL-11087,2024-11-20,P001,Deep Sea Hair Mask,Hair,1,12,38,0.0,Sephora,London,Sensitive
YUL-11088,2025-08-30,P002,Fermented Rice Serum,Skin,2,15,45,0.0,Sephora,Seoul,Dry
YUL-11089,2025-06-15,P004,Mugwort Essence,Skin,1,10,32,0.0,Online,London,Oily
YUL-11090,2024-04-04,P005,Ceramide Barrier Cream,Skin,3,14,42,0.0,Olive Young,Tokyo,Dry
YUL-11091,2025-03-29,P002,Fermented Rice Serum,Skin,2,15,45,0.0,Sephora,London,Oily
YUL-11092,2025-08-27,P001,Deep Sea Hair Mask,Hair,2,12,38,0.1,Olive Young,Tokyo,Combination
YUL-11093,2025-08-02,P002,Fermented Rice Serum,Skin,3,15,45,0.1,Olive Young,Tokyo,Oily
YUL-11094,2025-09-26,P005,Ceramide Barrier Cream,Skin,4,14,42,0.2,Flagship Store,NYC,Combination
YUL-11095,2024-08-01,P001,Deep Sea Hair Mask,Hair,2,12,38,0.2,Online,London,Combination
YUL-11096,2025-05-06,P002,Fermented Rice Serum,Skin,1,15,45,0.25,Flagship Store,Tokyo,Combination
YUL-11097,2025-05-12,P005,Ceramide Barrier Cream,Skin,3,14,42,0.0,Olive Young,Tokyo,Oily
YUL-11098,2025-09-28,P005,Ceramide Barrier Cream,Skin,4,14,42,0.25,Olive Young,Tokyo,Sensitive
YUL-11099,2024-11-12,P001,Deep Sea Hair Mask,Hair,2,12,38,0.0,Olive Young,Tokyo,Dry
YUL-11100,2024-10-23,P002,Fermented Rice Serum,Skin,3,15,45,0.25,Online,Seoul,Sensitive
YUL-11101,2025-04-07,P005,Ceramide Barrier Cream,Skin,1,14,42,0.1,Sephora,Tokyo,Oily
YUL-11102,2025-03-23,P004,Mugwort Essence,Skin,4,10,32,0.0,Online,Seoul,Dry
YUL-11103,2025-12-10,P002,Fermented Rice Serum,Skin,2,15,45,0.0,Flagship Store,Seoul,Combination
YUL-11104,2025-09-21,P002,Fermented Rice Serum,Skin,2,15,45,0.2,Sephora,Seoul,Dry
YUL-11105,2025-09-09,P005,Ceramide Barrier Cream,Skin,3,14,42,0.0,Flagship Store,NYC,Sensitive
YUL-11106,2024-03-27,P004,Mugwort Essence,Skin,2,10,32,0.1,Olive Young,London,Oily
YUL-11107,2024-04-14,P004,Mugwort Essence,Skin,4,10,32,0.25,Olive Young,London,Combination
YUL-11108,2024-01-20,P002,Fermented Rice Serum,Skin,1,15,45,0.25,Flagship Store,London,Combination
YUL-11109,2024-01-17,P002,Fermented Rice Serum,Skin,3,15,45,0.2,Sephora,Seoul,Sensitive
YUL-11110,2025-02-25,P005,Ceramide Barrier Cream,Skin,4,14,42,0.0,Olive Young,NYC,Oily
YUL-11111,2025-04-06,P001,Deep Sea Hair Mask,Hair,3,12,38,0.0,Online,Seoul,Combination
YUL-11112,2025-03-28,P005,Ceramide Barrier Cream,Skin,1,14,42,0.0,Online,Tokyo,Dry
YUL-11113,2024-04-25,P002,Fermented Rice Serum,Skin,1,15,45,0.1,Online,NYC,Oily
YUL-11114,2024-01-31,P001,Deep Sea Hair Mask,Hair,2,12,38,0.1,Sephora,Tokyo,Oily
YUL-11115,2025-04-12,P003,Scalp Soothing Oil,Hair,2,8,28,0.0,Sephora,NYC,Dry
YUL-11116,2024-01-27,P004,Mugwort Essence,Skin,4,10,32,0.2,Online,NYC,Dry
YUL-11117,2024-01-14,P005,Ceramide Barrier Cream,Skin,4,14,42,0.0,Sephora,London,Sensitive
YUL-11118,2024-09-04,P001,Deep Sea Hair Mask,Hair,3,12,38,0.2,Sephora,NYC,Oily
YUL-11119,2024-02-23,P001,Deep Sea Hair Mask,Hair,2,12,38,0.0,Olive Young,Tokyo,Oily
YUL-11120,2024-10-29,P003,Scalp Soothing Oil,Hair,4,8,28,0.0,Olive Young,NYC,Oily
YUL-11121,2025-11-23,P002,Fermented Rice Serum,Skin,1,15,45,0.2,Sephora,Tokyo,Oily
YUL-11122,2025-03-12,P005,Ceramide Barrier Cream,Skin,4,14,42,0.2,Flagship Store,Tokyo,Combination
YUL-11123,2024-02-14,P001,Deep Sea Hair Mask,Hair,4,12,38,0.2,Online,NYC,Oily
YUL-11124,2024-11-18,P004,Mugwort Essence,Skin,1,10,32,0.0,Flagship Store,NYC,Sensitive
YUL-11125,2024-08-03,P004,Mugwort Essence,Skin,4,10,32,0.0,Olive Young,NYC,Combination
YUL-11126,2024-12-24,P001,Deep Sea Hair Mask,Hair,2,12,38,0.1,Sephora,London,Dry
YUL-11127,2025-08-12,P004,Mugwort Essence,Skin,1,10,32,0.0,Online,NYC,Combination
YUL-11128,2025-06-18,P003,Scalp Soothing Oil,Hair,1,8,28,0.0,Online,Seoul,Dry
YUL-11129,2025-05-01,P005,Ceramide Barrier Cream,Skin,2,14,42,0.1,Olive Young,Seoul,Oily
YUL-11130,2024-10-28,P003,Scalp Soothing Oil,Hair,3,8,28,0.0,Online,Seoul,Combination
YUL-11131,2025-05-07,P001,Deep Sea Hair Mask,Hair,3,12,38,0.0,Online,NYC,Sensitive
YUL-11132,2024-07-09,P004,Mugwort Essence,Skin,4,10,32,0.0,Flagship Store,London,Combination
YUL-11133,2025-06-18,P001,Deep Sea Hair Mask,Hair,1,12,38,0.2,Flagship Store,Tokyo,Dry
YUL-11134,2024-04-11,P003,Scalp Soothing Oil,Hair,1,8,28,0.25,Olive Young,Seoul,Dry
YUL-11135,2025-01-11,P002,Fermented Rice Serum,Skin,1,15,45,0.0,Sephora,NYC,Oily
YUL-11136,2025-11-22,P005,Ceramide Barrier Cream,Skin,2,14,42,0.0,Flagship Store,Seoul,Oily
YUL-11137,2025-06-12,P005,Ceramide Barrier Cream,Skin,3,14,42,0.0,Olive Young,Tokyo,Sensitive
YUL-11138,2024-04-14,P002,Fermented Rice Serum,Skin,1,15,45,0.0,Flagship Store,Tokyo,Sensitive
YUL-11139,2025-02-08,P001,Deep Sea Hair Mask,Hair,3,12,38,0.25,Olive Young,London,Combination
YUL-11140,2025-03-24,P002,Fermented Rice Serum,Skin,4,15,45,0.25,Online,Tokyo,Sensitive
YUL-11141,2025-08-24,P003,Scalp Soothing Oil,Hair,4,8,28,0.1,Online,NYC,Sensitive
YUL-11142,2024-10-24,P005,Ceramide Barrier Cream,Skin,3,14,42,0.0,Online,London,Oily
YUL-11143,2024-06-06,P003,Scalp Soothing Oil,Hair,2,8,28,0.1,Sephora,NYC,Oily
YUL-11144,2025-03-19,P001,Deep Sea Hair Mask,Hair,4,12,38,0.0,Olive Young,London,Oily
YUL-11145,2025-03-31,P005,Ceramide Barrier Cream,Skin,1,14,42,0.2,Flagship Store,London,Sensitive
YUL-11146,2025-07-16,P001,Deep Sea Hair Mask,Hair,4,12,38,0.0,Olive Young,Tokyo,Sensitive
YUL-11147,2024-02-13,P003,Scalp Soothing Oil,Hair,4,8,28,0.2,Olive Young,NYC,Dry
YUL-11148,2024-06-26,P005,Ceramide Barrier Cream,Skin,4,14,42,0.0,Sephora,London,Oily
YUL-11149,2025-12-16,P003,Scalp Soothing Oil,Hair,1,8,28,0.2,Online,London,Dry
YUL-11150,2025-09-12,P001,Deep Sea Hair Mask,Hair,4,12,38,0.25,Online,Seoul,Oily
YUL-11151,2024-07-15,P004,Mugwort Essence,Skin,4,10,32,0.1,Online,NYC,Sensitive
YUL-11152,2025-09-23,P002,Fermented Rice Serum,Skin,2,15,45,0.25,Sephora,London,Dry
YUL-11153,2024-11-06,P004,Mugwort Essence,Skin,2,10,32,0.2,Online,Tokyo,Sensitive
YUL-11154,2024-09-06,P003,Scalp Soothing Oil,Hair,2,8,28,0.2,Flagship Store,Tokyo,Combination
YUL-11155,2025-12-20,P002,Fermented Rice Serum,Skin,2,15,45,0.0,Online,NYC,Combination
YUL-11156,2025-03-05,P001,Deep Sea Hair Mask,Hair,1,12,38,0.0,Olive Young,Seoul,Sensitive
YUL-11157,2024-09-24,P005,Ceramide Barrier Cream,Skin,1,14,42,0.1,Online,NYC,Combination
YUL-11158,2024-12-02,P005,Ceramide Barrier Cream,Skin,1,14,42,0.25,Olive Young,NYC,Oily
YUL-11159,2025-06-01,P002,Fermented Rice Serum,Skin,4,15,45,0.0,Sephora,Tokyo,Sensitive
YUL-11160,2024-03-12,P002,Fermented Rice Serum,Skin,3,15,45,0.0,Sephora,London,Combination
YUL-11161,2025-12-28,P001,Deep Sea Hair Mask,Hair,4,12,38,0.0,Online,Seoul,Oily
YUL-11162,2025-12-03,P001,Deep Sea Hair Mask,Hair,3,12,38,0.1,Sephora,Tokyo,Dry
YUL-11163,2024-12-22,P005,Ceramide Barrier Cream,Skin,4,14,42,0.25,Olive Young,Seoul,Combination
YUL-11164,2025-04-16,P003,Scalp Soothing Oil,Hair,2,8,28,0.25,Online,London,Oily
YUL-11165,2024-03-10,P002,Fermented Rice Serum,Skin,1,15,45,0.2,Online,Seoul,Dry
YUL-11166,2025-03-14,P002,Fermented Rice Serum,Skin,4,15,45,0.0,Flagship Store,Seoul,Combination
YUL-11167,2024-02-19,P001,Deep Sea Hair Mask,Hair,3,12,38,0.0,Olive Young,London,Combination
YUL-11168,2024-12-14,P001,Deep Sea Hair Mask,Hair,1,12,38,0.0,Olive Young,Tokyo,Combination
YUL-11169,2024-03-31,P003,Scalp Soothing Oil,Hair,4,8,28,0.0,Flagship Store,Tokyo,Dry
YUL-11170,2025-01-22,P004,Mugwort Essence,Skin,1,10,32,0.2,Sephora,London,Sensitive
YUL-11171,2025-05-07,P005,Ceramide Barrier Cream,Skin,3,14,42,0.0,Flagship Store,Seoul,Oily
YUL-11172,2025-12-21,P002,Fermented Rice Serum,Skin,1,15,45,0.0,Flagship Store,Tokyo,Sensitive
YUL-11173,2025-01-08,P003,Scalp Soothing Oil,Hair,4,8,28,0.1,Olive Young,Seoul,Sensitive
YUL-11174,2024-01-07,P005,Ceramide Barrier Cream,Skin,1,14,42,0.1,Olive Young,NYC,Oily
YUL-11175,2025-05-05,P001,Deep Sea Hair Mask,Hair,3,12,38,0.0,Flagship Store,NYC,Oily
YUL-11176,2025-07-24,P001,Deep Sea Hair Mask,Hair,3,12,38,0.1,Olive Young,Seoul,Sensitive
YUL-11177,2025-09-25,P004,Mugwort Essence,Skin,4,10,32,0.25,Online,NYC,Oily
YUL-11178,2025-02-16,P003,Scalp Soothing Oil,Hair,1,8,28,0.1,Flagship Store,NYC,Sensitive
YUL-11179,2025-03-04,P002,Fermented Rice Serum,Skin,4,15,45,0.1,Olive Young,Tokyo,Sensitive
YUL-11180,2025-05-11,P003,Scalp Soothing Oil,Hair,1,8,28,0.2,Flagship Store,NYC,Combination
YUL-11181,2024-12-09,P002,Fermented Rice Serum,Skin,2,15,45,0.0,Flagship Store,Seoul,Oily
YUL-11182,2025-02-14,P002,Fermented Rice Serum,Skin,1,15,45,0.25,Flagship Store,NYC,Sensitive
YUL-11183,2024-05-10,P001,Deep Sea Hair Mask,Hair,2,12,38,0.2,Online,Tokyo,Combination
YUL-11184,2024-01-10,P002,Fermented Rice Serum,Skin,1,15,45,0.0,Flagship Store,London,Dry
YUL-11185,2024-09-13,P004,Mugwort Essence,Skin,2,10,32,0.0,Online,London,Combination
YUL-11186,2024-02-25,P001,Deep Sea Hair Mask,Hair,1,12,38,0.0,Flagship Store,London,Dry
YUL-11187,2024-09-18,P003,Scalp Soothing Oil,Hair,4,8,28,0.1,Sephora,NYC,Combination
YUL-11188,2024-01-15,P001,Deep Sea Hair Mask,Hair,4,12,38,0.1,Online,Seoul,Dry
YUL-11189,2024-07-22,P002,Fermented Rice Serum,Skin,4,15,45,0.1,Online,NYC,Oily
YUL-11190,2025-03-07,P001,Deep Sea Hair Mask,Hair,4,12,38,0.0,Online,NYC,Combination
YUL-11191,2024-01-08,P001,Deep Sea Hair Mask,Hair,3,12,38,0.2,Flagship Store,London,Oily
YUL-11192,2025-08-21,P002,Fermented Rice Serum,Skin,1,15,45,0.0,Sephora,Seoul,Combination
YUL-11193,2024-12-17,P002,Fermented Rice Serum,Skin,3,15,45,0.0,Online,Tokyo,Dry
YUL-11194,2025-06-01,P001,Deep Sea Hair Mask,Hair,2,12,38,0.0,Online,Seoul,Oily
YUL-11195,2024-07-09,P004,Mugwort Essence,Skin,2,10,32,0.2,Online,Seoul,Dry
YUL-11196,2025-01-10,P003,Scalp Soothing Oil,Hair,4,8,28,0.0,Online,London,Dry
YUL-11197,2024-03-07,P003,Scalp Soothing Oil,Hair,4,8,28,0.25,Sephora,Tokyo,Sensitive
YUL-11198,2024-12-27,P002,Fermented Rice Serum,Skin,2,15,45,0.2,Sephora,Seoul,Dry
YUL-11199,2024-11-08,P003,Scalp Soothing Oil,Hair,1,8,28,0.2,Sephora,Seoul,Combination
YUL-11200,2025-07-07,P001,Deep Sea Hair Mask,Hair,3,12,38,0.1,Flagship Store,London,Dry
YUL-11201,2024-08-24,P004,Mugwort Essence,Skin,3,10,32,0.25,Sephora,NYC,Sensitive
YUL-11202,2024-05-16,P002,Fermented Rice Serum,Skin,4,15,45,0.1,Sephora,London,Dry
YUL-11203,2024-09-17,P004,Mugwort Essence,Skin,4,10,32,0.0,Flagship Store,Tokyo,Sensitive
YUL-11204,2025-04-18,P002,Fermented Rice Serum,Skin,4,15,45,0.25,Online,London,Oily
YUL-11205,2025-06-06,P004,Mugwort Essence,Skin,2,10,32,0.2,Online,London,Dry
YUL-11206,2024-08-29,P003,Scalp Soothing Oil,Hair,4,8,28,0.0,Flagship Store,Seoul,Combination
YUL-11207,2025-10-16,P005,Ceramide Barrier Cream,Skin,1,14,42,0.0,Flagship Store,Tokyo,Combination
YUL-11208,2025-09-11,P003,Scalp Soothing Oil,Hair,4,8,28,0.0,Flagship Store,London,Oily
YUL-11209,2025-07-26,P004,Mugwort Essence,Skin,2,10,32,0.0,Olive Young,London,Oily
YUL-11210,2024-04-28,P002,Fermented Rice Serum,Skin,1,15,45,0.25,Flagship Store,Seoul,Combination
YUL-11211,2025-07-22,P001,Deep Sea Hair Mask,Hair,2,12,38,0.25,Olive Young,NYC,Oily
YUL-11212,2025-12-04,P002,Fermented Rice Serum,Skin,2,15,45,0.0,Flagship Store,Tokyo,Oily
YUL-11213,2024-01-24,P005,Ceramide Barrier Cream,Skin,3,14,42,0.0,Online,London,Dry
YUL-11214,2025-07-19,P003,Scalp Soothing Oil,Hair,1,8,28,0.25,Online,NYC,Dry
YUL-11215,2024-01-14,P003,Scalp Soothing Oil,Hair,3,8,28,0.0,Sephora,London,Dry
YUL-11216,2024-12-05,P005,Ceramide Barrier Cream,Skin,3,14,42,0.0,Online,Seoul,Dry
YUL-11217,2025-01-29,P005,Ceramide Barrier Cream,Skin,1,14,42,0.0,Sephora,Tokyo,Oily
YUL-11218,2024-10-05,P002,Fermented Rice Serum,Skin,2,15,45,0.0,Sephora,London,Combination
YUL-11219,2024-10-22,P002,Fermented Rice Serum,Skin,2,15,45,0.0,Flagship Store,Seoul,Combination
YUL-11220,2025-10-19,P003,Scalp Soothing Oil,Hair,2,8,28,0.1,Sephora,NYC,Dry
YUL-11221,2024-07-10,P003,Scalp Soothing Oil,Hair,4,8,28,0.0,Flagship Store,London,Oily
YUL-11222,2024-05-21,P003,Scalp Soothing Oil,Hair,3,8,28,0.1,Online,Tokyo,Dry
YUL-11223,2025-02-07,P002,Fermented Rice Serum,Skin,4,15,45,0.25,Olive Young,London,Combination
YUL-11224,2025-03-08,P005,Ceramide Barrier Cream,Skin,4,14,42,0.2,Flagship Store,Seoul,Dry
YUL-11225,2025-08-22,P004,Mugwort Essence,Skin,2,10,32,0.2,Sephora,NYC,Dry
YUL-11226,2025-06-14,P005,Ceramide Barrier Cream,Skin,3,14,42,0.1,Olive Young,NYC,Dry
YUL-11227,2024-12-30,P005,Ceramide Barrier Cream,Skin,2,14,42,0.2,Online,London,Combination
YUL-11228,2024-10-10,P002,Fermented Rice Serum,Skin,2,15,45,0.25,Olive Young,NYC,Dry
YUL-11229,2025-04-28,P001,Deep Sea Hair Mask,Hair,3,12,38,0.1,Online,Seoul,Dry
YUL-11230,2024-03-30,P005,Ceramide Barrier Cream,Skin,1,14,42,0.0,Olive Young,Seoul,Combination
YUL-11231,2024-11-11,P004,Mugwort Essence,Skin,2,10,32,0.1,Sephora,London,Dry
YUL-11232,2025-01-18,P004,Mugwort Essence,Skin,1,10,32,0.25,Online,Seoul,Oily
YUL-11233,2024-05-14,P001,Deep Sea Hair Mask,Hair,2,12,38,0.0,Olive Young,Tokyo,Combination
YUL-11234,2025-07-29,P001,Deep Sea Hair Mask,Hair,2,12,38,0.0,Olive Young,Seoul,Dry
YUL-11235,2025-09-20,P001,Deep Sea Hair Mask,Hair,3,12,38,0.0,Sephora,London,Sensitive
YUL-11236,2024-12-21,P001,Deep Sea Hair Mask,Hair,1,12,38,0.2,Sephora,London,Dry
YUL-11237,2025-01-10,P004,Mugwort Essence,Skin,3,10,32,0.25,Flagship Store,Seoul,Oily
YUL-11238,2025-08-03,P005,Ceramide Barrier Cream,Skin,4,14,42,0.0,Online,Seoul,Dry
YUL-11239,2025-06-21,P002,Fermented Rice Serum,Skin,2,15,45,0.0,Online,Seoul,Oily
YUL-11240,2024-09-15,P004,Mugwort Essence,Skin,3,10,32,0.1,Flagship Store,Seoul,Dry
YUL-11241,2024-07-25,P005,Ceramide Barrier Cream,Skin,4,14,42,0.1,Sephora,London,Combination
YUL-11242,2024-12-24,P005,Ceramide Barrier Cream,Skin,3,14,42,0.0,Sephora,Tokyo,Dry
YUL-11243,2024-03-08,P003,Scalp Soothing Oil,Hair,1,8,28,0.1,Sephora,London,Combination
YUL-11244,2024-09-29,P005,Ceramide Barrier Cream,Skin,1,14,42,0.0,Olive Young,NYC,Combination
YUL-11245,2024-05-22,P002,Fermented Rice Serum,Skin,1,15,45,0.0,Flagship Store,NYC,Combination
YUL-11246,2025-08-12,P003,Scalp Soothing Oil,Hair,2,8,28,0.2,Flagship Store,Seoul,Sensitive
YUL-11247,2025-08-13,P001,Deep Sea Hair Mask,Hair,2,12,38,0.0,Online,London,Dry
YUL-11248,2025-06-22,P005,Ceramide Barrier Cream,Skin,2,14,42,0.0,Sephora,Tokyo,Sensitive
YUL-11249,2024-03-18,P001,Deep Sea Hair Mask,Hair,3,12,38,0.25,Online,London,Combination
YUL-11250,2025-06-10,P003,Scalp Soothing Oil,Hair,1,8,28,0.0,Olive Young,London,Sensitive
YUL-11251,2024-01-18,P004,Mugwort Essence,Skin,3,10,32,0.1,Olive Young,NYC,Dry
YUL-11252,2025-01-06,P003,Scalp Soothing Oil,Hair,1,8,28,0.0,Flagship Store,Seoul,Combination
YUL-11253,2024-08-01,P001,Deep Sea Hair Mask,Hair,1,12,38,0.25,Online,NYC,Combination
